username,is_present
user114860,1
vp5vcx_658793,1
bright_lynx_940770,1
fake3_7642,0
u7093u_35341,1
w3nvg9_227660,1
fake6_8111,0
user50714,1
fake8_7008,0
fake9_8516,0
bright_lynx_567010,1
fake11_6843,0
fake12_2664,0
fake13_7445,0
fake14_6959,0
user764295,1
fake16_3561,0
2x83v2_245821,1
lucky_otter_764750,1
tsgf4g_970453,1
fake20_3895,0
fake21_4259,0
user774736,1
user575796,1
fake24_5492,0
fake25_2037,0
fake26_1335,0
swift_llama_122680,1
user214287,1
silent_tiger_335681,1
mighty_otter_447823,1
fuzzy_falcon_689877,1
fake32_6327,0
v2jkxo_952072,1
user470664,1
fake35_8643,0
fuzzy_dragon_419253,1
vh6fmm_696655,1
user717240,1
fake39_7405,0
mighty_tiger_831559,1
fake41_7323,0
fake42_6388,0
fake43_9727,0
tljidu_531902,1
4lwztv_617666,1
8yrrcq_330213,1
user916933,1
bright_lynx_813794,1
fake49_8646,0
user501558,1
fake51_4560,0
fake52_9234,0
0l0rq1_835439,1
user787860,1
fake55_9850,0
fake56_6211,0
fake57_6280,0
brave_dragon_513523,1
user258981,1
fake60_3724,0
sbpzcu_98520,1
fake62_5905,0
user888177,1
fake64_3518,0
fake65_2369,0
clever_llama_617276,1
fuzzy_dragon_314421,1
user985543,1
clever_panda_128860,1
wtte31_124703,1
fake71_2874,0
fake72_1708,0
fake73_9382,0
fake74_2876,0
fake75_7740,0
fake76_6128,0
fake77_6997,0
fake78_4015,0
user785298,1
user912121,1
fake81_8927,0
fake82_4606,0
fake83_2965,0
silent_falcon_107601,1
fake85_9371,0
clever_falcon_923604,1
fake87_3926,0
bright_koala_787882,1
fake89_1475,0
fake90_8520,0
xd251s_958342,1
fake92_5792,0
mighty_tiger_743751,1
fake94_6190,0
swift_llama_674168,1
fake96_5744,0
user324318,1
swift_falcon_543696,1
fake99_6813,0
fake100_2125,0
mighty_otter_353103,1
fake102_4290,0
fuzzy_falcon_144725,1
user644208,1
swift_lynx_250144,1
user133349,1
fake107_3457,0
brave_koala_222635,1
fake109_8773,0
user687751,1
fake111_9960,0
user789186,1
user603776,1
fake114_5794,0
w56dfr_230137,1
fake116_5573,0
clever_otter_747852,1
fake118_2994,0
lucky_falcon_353622,1
fake120_9621,0
fake121_6549,0
zmhlx8_180521,1
t282ah_107714,1
fake124_1175,0
fake125_5157,0
fake126_7394,0
t73ld9_77218,1
fake128_9747,0
silent_tiger_169793,1
user475795,1
fake131_7838,0
user300501,1
fake133_3874,0
fake134_7252,0
user478897,1
4omehh_731640,1
lucky_lynx_846630,1
fake138_4349,0
fake139_9254,0
user531913,1
fake141_3173,0
fake142_9539,0
fake143_7845,0
1u8lwt_752260,1
fake145_4762,0
user249198,1
user240656,1
0pskop_90047,1
bright_tiger_38402,1
fake150_8619,0
mighty_llama_516415,1
silent_llama_677369,1
user759473,1
silent_dragon_551601,1
fake155_5353,0
lucky_koala_451694,1
user414205,1
fake158_3396,0
user558557,1
user249064,1
fake161_4660,0
swift_tiger_511488,1
user482465,1
vjdtq3_230434,1
user50923,1
y86x4t_545652,1
fake167_3792,0
fake168_4826,0
fake169_4392,0
fake170_3505,0
user875345,1
mighty_lynx_337767,1
lucky_llama_87550,1
fake174_2266,0
user356446,1
fake176_9077,0
fake177_5489,0
user548370,1
fake179_5315,0
fake180_1959,0
fake181_2791,0
fake182_9311,0
y8bt05_704644,1
fake184_3097,0
fake185_9857,0
tmia2a_657785,1
fake187_2315,0
fake188_5130,0
fake189_7665,0
y60z8r_508909,1
uig4ff_506507,1
fake192_6906,0
fake193_1131,0
fake194_7371,0
fake195_8539,0
user777092,1
v13zke_583327,1
lucky_otter_96270,1
fake199_6074,0
brave_falcon_612883,1
fake201_7979,0
fake202_6956,0
fake203_9081,0
fake204_8934,0
fake205_7021,0
silent_falcon_385745,1
fake207_8895,0
83dv00_633803,1
silent_llama_732985,1
fake210_2573,0
fuzzy_tiger_641093,1
vgdag0_429218,1
ygrzll_612015,1
fuzzy_panda_299869,1
9twg0i_727005,1
user612493,1
user910934,1
lucky_falcon_393110,1
fake219_7661,0
w441e9_39749,1
fake221_2854,0
ssuysb_265031,1
fake223_3669,0
fake224_9794,0
bright_otter_721546,1
0mxa7i_625887,1
lucky_falcon_114838,1
silent_panda_458969,1
brave_koala_109547,1
user704488,1
user157953,1
fake232_7744,0
vuox4q_884511,1
fake234_6697,0
user547053,1
user295837,1
fake237_3599,0
fake238_6462,0
clever_llama_959036,1
user317930,1
fake241_4672,0
fake242_8615,0
fake243_9187,0
fake244_7767,0
fake245_4878,0
clever_tiger_333636,1
fake247_3520,0
brave_lynx_450531,1
u794lh_256667,1
4lqpwp_125152,1
fake251_1737,0
fake252_7399,0
fake253_3715,0
fake254_7675,0
2nig6w_274132,1
fake256_6005,0
fake257_1949,0
user693827,1
fake259_5132,0
fake260_4959,0
fake261_2207,0
fake262_6133,0
user311929,1
fake264_2017,0
2jsh97_753955,1
user951776,1
fake267_5044,0
fake268_1722,0
fake269_7688,0
fake270_2375,0
fake271_5299,0
fake272_5347,0
fake273_8163,0
user1076,1
s8hkc2_105403,1
swift_lynx_113632,1
fake277_6857,0
fake278_1553,0
u02bq1_495014,1
fake280_5630,0
fake281_2194,0
clever_falcon_255444,1
fake283_4268,0
fake284_8364,0
sf62yi_572081,1
fake286_8243,0
fake287_9819,0
125atr_373802,1
fake289_9007,0
fake290_1143,0
brave_lynx_914979,1
fake292_1789,0
fake293_5232,0
zgb2ik_550683,1
z823as_238189,1
lucky_llama_777278,1
silent_panda_336665,1
user322790,1
vanngv_559325,1
fake300_3555,0
fake301_1125,0
9yamle_148163,1
fake303_5856,0
fake304_1631,0
fake305_9251,0
fake306_3879,0
fake307_6976,0
user463671,1
fake309_5398,0
fake310_2947,0
fake311_7254,0
tilp6r_395822,1
mighty_koala_519407,1
fake314_5237,0
fake315_3462,0
user338303,1
